country,year,nuts2,regionname,sum_farright,sum_eurosceptic,sum_populist,gdp_regional,econ_act_rate,HRST,HTC,participation_in_formal_and_or_non_formal_training_25_to_64_year_olds_population,FMEDAGEPOP,MEDAGEPOP,MMEDAGEPOP,ed3_4,disp_income,country_code,country_name,is_duplicate,lag_1_gdp_regional,lag_2_gdp_regional,lag_3_gdp_regional,lag_4_gdp_regional,lag_1_econ_act_rate,lag_2_econ_act_rate,lag_3_econ_act_rate,lag_4_econ_act_rate
NA,2001,AT31,NA,NA,NA,NA,23800,65,27.7,4.2,9,38.6,37.3,36.1,60.5,14400,AT,Austria,FALSE,1.0127659574468084,NA,NA,NA,0.9984639016897082,NA,NA,NA
NA,2002,AT31,NA,NA,NA,NA,24600,65.5,28.3,4.4,8.3,39.1,37.9,36.7,60.2,14800,AT,Austria,FALSE,1.0336134453781514,1.0468085106382978,NA,NA,1.0076923076923077,1.0061443932411676,NA,NA
NA,2003,AT31,NA,NA,NA,NA,25600,66.1,28.6,3.9,9.8,39.5,38.2,37.1,61.6,15600,AT,Austria,FALSE,1.0406504065040652,1.0756302521008403,1.0893617021276596,NA,1.0091603053435114,1.0169230769230768,1.0153609831029187,NA
Austria,2004,AT31,Oberösterreich,0.05978021978021978,0.05978021978021978,0.05978021978021978,26700,63.7,35.2,3,11.4,39.8,38.7,37.5,61.2,16200,AT,Austria,FALSE,1.04296875,1.0853658536585367,1.1218487394957983,1.1361702127659574,0.9636913767019668,0.9725190839694657,0.9800000000000001,0.9784946236559141
NA,2005,AT31,NA,NA,NA,NA,28300,65.3,33,3.3,13.2,40.2,39.1,37.9,62.1,17500,AT,Austria,FALSE,1.0599250936329587,1.10546875,1.1504065040650406,1.1890756302521008,1.0251177394034536,0.9878971255673222,0.9969465648854962,1.0046153846153845
NA,2006,AT31,NA,NA,NA,NA,29500,66,33.7,3.5,13,40.7,39.5,38.3,60.7,18400,AT,Austria,FALSE,1.0424028268551238,1.104868913857678,1.15234375,1.1991869918699187,1.010719754977029,1.0361067503924646,0.9984871406959154,1.0076335877862594
NA,2007,AT31,NA,NA,NA,NA,30700,67.3,33.1,3.1,12.5,41.1,39.9,38.8,60.7,19100,AT,Austria,FALSE,1.040677966101695,1.0848056537102473,1.149812734082397,1.19921875,1.0196969696969695,1.0306278713629402,1.0565149136577707,1.0181543116490166
NA,2008,AT31,NA,NA,NA,NA,32100,68.2,33.6,3.1,13.3,41.5,40.4,39.2,61.4,19600,AT,Austria,FALSE,1.0456026058631922,1.088135593220339,1.1342756183745584,1.202247191011236,1.0133729569093612,1.0333333333333334,1.0444104134762635,1.0706436420722134
Austria,2009,AT31,Oberösterreich,0.17976485324679023,0.17976485324679023,0.17976485324679023,30500,68.7,33.9,2.1,13.3,42,40.8,39.7,62,19300,AT,Austria,FALSE,0.9501557632398754,0.993485342019544,1.0338983050847457,1.0777385159010602,1.0073313782991202,1.0208023774145618,1.040909090909091,1.0520673813169985
NA,2010,AT31,NA,NA,NA,NA,31600,68.8,34.8,2.3,13.7,42.4,41.3,40.2,62.5,19400,AT,Austria,FALSE,1.0360655737704918,0.9844236760124611,1.0293159609120521,1.071186440677966,1.0014556040756912,1.0087976539589443,1.0222882615156017,1.0424242424242425
NA,2011,AT31,NA,NA,NA,NA,33400,68.7,35.3,2.3,12.5,42.9,41.7,40.6,63,19700,AT,Austria,FALSE,1.0569620253164558,1.0950819672131147,1.0404984423676011,1.0879478827361564,0.9985465116279071,1,1.0073313782991202,1.0208023774145618
NA,2012,AT31,NA,NA,NA,NA,34600,69,36,2.6,13.3,43.3,42.1,40.9,63.9,19800,AT,Austria,FALSE,1.035928143712575,1.0949367088607596,1.1344262295081968,1.0778816199376946,1.0043668122270741,1.002906976744186,1.0043668122270741,1.0117302052785924
NA,2013,AT31,NA,NA,NA,NA,35300,69.3,37.7,2.7,12.7,43.7,42.5,41.2,64.3,19600,AT,Austria,FALSE,1.0202312138728324,1.0568862275449102,1.1170886075949367,1.157377049180328,1.0043478260869565,1.0087336244541485,1.007267441860465,1.0087336244541485
Austria,2014,AT31,Oberösterreich,0.197913966618958,0.197913966618958,0.197913966618958,35800,69.6,42.4,2.8,13,44,42.7,41.5,56,19800,AT,Austria,FALSE,1.0141643059490084,1.0346820809248556,1.0718562874251496,1.1329113924050633,1.0043290043290043,1.008695652173913,1.0131004366812226,1.0116279069767442
NA,2015,AT31,NA,NA,NA,NA,36500,69.6,42.8,2.8,13,44.2,42.9,41.6,56,19800,AT,Austria,FALSE,1.0195530726256983,1.0339943342776203,1.0549132947976878,1.092814371257485,1,1.0043290043290043,1.008695652173913,1.0131004366812226
NA,2016,AT31,NA,NA,NA,NA,37200,70.7,44.6,3.3,13.5,44.3,42.9,41.4,55.3,20200,AT,Austria,FALSE,1.0191780821917809,1.0391061452513966,1.0538243626062322,1.0751445086705202,1.0158045977011496,1.0158045977011496,1.0202020202020203,1.0246376811594202
NA,2017,AT31,NA,NA,NA,NA,38000,70.2,44.5,3.1,14.2,44.4,43,41.5,55.1,20600,AT,Austria,FALSE,1.021505376344086,1.0410958904109588,1.0614525139664805,1.0764872521246458,0.9929278642149929,1.0086206896551726,1.0086206896551726,1.012987012987013
NA,2018,AT31,NA,NA,NA,NA,39700,70.3,46.1,3,13.2,44.6,43.1,41.6,55.5,21100,AT,Austria,FALSE,1.0447368421052632,1.0672043010752688,1.0876712328767124,1.1089385474860336,1.0014245014245013,0.9943422913719943,1.010057471264368,1.010057471264368
Austria,2019,AT31,Oberösterreich,0.17763607147112068,0.17763607147112068,0.17763607147112068,40400,70.5,48.8,3.2,13.6,44.7,43.2,41.7,54.6,21600,AT,Austria,FALSE,1.0176322418136021,1.063157894736842,1.086021505376344,1.106849315068493,1.0028449502133714,1.0042735042735043,0.9971711456859972,1.0129310344827587
NA,2000,AT32,NA,NA,NA,NA,27100,66.9,29.1,3.5,8.6,37.8,36.6,35.3,62.5,14800,AT,Austria,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,AT32,NA,NA,NA,NA,27300,66,30,4.2,8.1,38.2,37,35.8,63.4,14600,AT,Austria,FALSE,1.007380073800738,NA,NA,NA,0.9865470852017937,NA,NA,NA
NA,2002,AT32,NA,NA,NA,NA,28500,67.2,30.7,4.1,7,38.8,37.6,36.4,65.1,15100,AT,Austria,FALSE,1.043956043956044,1.051660516605166,NA,NA,1.0181818181818183,1.0044843049327354,NA,NA
NA,2003,AT32,NA,NA,NA,NA,29500,67.2,29.9,4.8,9.4,39.1,37.9,36.7,63.5,15900,AT,Austria,FALSE,1.0350877192982457,1.0805860805860805,1.088560885608856,NA,1,1.0181818181818183,1.0044843049327354,NA
Austria,2004,AT32,Salzburg,0.0675137372339073,0.0675137372339073,0.0675137372339073,31200,64.1,39.3,2.8,12.5,39.5,38.3,37.1,61.2,16400,AT,Austria,FALSE,1.0576271186440678,1.0947368421052632,1.1428571428571428,1.151291512915129,0.9538690476190474,0.9538690476190474,0.9712121212121211,0.9581464872944692
NA,2005,AT32,NA,NA,NA,NA,32500,66.2,34.7,3.7,12.4,39.9,38.8,37.6,62.9,17700,AT,Austria,FALSE,1.0416666666666667,1.1016949152542372,1.1403508771929824,1.1904761904761905,1.0327613104524183,0.9851190476190477,0.9851190476190477,1.0030303030303032
NA,2006,AT32,NA,NA,NA,NA,34200,65.7,34.7,3.1,13.6,40.4,39.2,38,64.2,18500,AT,Austria,FALSE,1.0523076923076924,1.0961538461538463,1.159322033898305,1.2,0.9924471299093656,1.0249609984399377,0.9776785714285714,0.9776785714285714
NA,2007,AT32,NA,NA,NA,NA,36100,67.5,33.9,3.3,12.7,40.9,39.7,38.5,64,19300,AT,Austria,FALSE,1.0555555555555556,1.1107692307692307,1.1570512820512822,1.223728813559322,1.0273972602739725,1.0196374622356494,1.0530421216848675,1.0044642857142856
NA,2008,AT32,NA,NA,NA,NA,36800,67.1,35.6,3.5,13.1,41.3,40.1,39,65.8,19800,AT,Austria,FALSE,1.0193905817174516,1.0760233918128654,1.1323076923076922,1.1794871794871795,0.994074074074074,1.0213089802130897,1.013595166163142,1.046801872074883
Austria,2009,AT32,Salzburg,0.16074674592328206,0.16074674592328206,0.16074674592328206,35400,68,36.7,2.4,13.6,41.8,40.6,39.4,65.6,19600,AT,Austria,FALSE,0.9619565217391305,0.9806094182825484,1.0350877192982457,1.0892307692307692,1.0134128166915053,1.0074074074074073,1.035007610350076,1.0271903323262839
NA,2010,AT32,NA,NA,NA,NA,37300,67.8,36.4,2.5,13.9,42.2,41.1,39.9,65.6,19600,AT,Austria,FALSE,1.0536723163841808,1.013586956521739,1.0332409972299168,1.090643274853801,0.9970588235294118,1.0104321907600597,1.0044444444444445,1.0319634703196345
NA,2011,AT32,NA,NA,NA,NA,38900,68.5,36.7,2.4,13,42.7,41.5,40.3,66,20000,AT,Austria,FALSE,1.0428954423592494,1.0988700564971752,1.0570652173913044,1.077562326869806,1.0103244837758112,1.0073529411764706,1.0208643815201193,1.0148148148148148
NA,2012,AT32,NA,NA,NA,NA,40900,68.8,39.2,2.7,13.2,43.1,41.9,40.6,65.1,19900,AT,Austria,FALSE,1.051413881748072,1.096514745308311,1.155367231638418,1.111413043478261,1.0043795620437956,1.0147492625368733,1.011764705882353,1.0253353204172877
NA,2013,AT32,NA,NA,NA,NA,40700,68.9,39.9,2.8,13,43.5,42.2,40.9,63.3,19800,AT,Austria,FALSE,0.9951100244498777,1.0462724935732648,1.0911528150134049,1.1497175141242937,1.0014534883720931,1.0058394160583943,1.0162241887905605,1.0132352941176472
Austria,2014,AT32,Salzburg,0.1809253682855822,0.1809253682855822,0.1809253682855822,41000,67.5,45,2.5,12.8,43.8,42.5,41.2,55.6,20000,AT,Austria,FALSE,1.0073710073710074,1.0024449877750612,1.0539845758354756,1.0991957104557641,0.9796806966618287,0.9811046511627908,0.9854014598540146,0.995575221238938
NA,2015,AT32,NA,NA,NA,NA,42600,68,45.3,2.9,13.2,44.1,42.7,41.2,56.2,20100,AT,Austria,FALSE,1.0390243902439025,1.0466830466830468,1.0415647921760391,1.095115681233933,1.0074074074074073,0.9869375907111755,0.9883720930232559,0.9927007299270073
NA,2016,AT32,NA,NA,NA,NA,43700,68.8,46.1,3.2,13.9,44.2,42.7,40.9,54.7,20600,AT,Austria,FALSE,1.0258215962441315,1.0658536585365854,1.0737100737100738,1.0684596577017116,1.011764705882353,1.0192592592592593,0.9985486211901305,1
NA,2017,AT32,NA,NA,NA,NA,44500,69.3,46.8,2.9,14.2,44.4,42.8,41.1,55.2,20900,AT,Austria,FALSE,1.0183066361556063,1.0446009389671362,1.0853658536585367,1.0933660933660934,1.007267441860465,1.0191176470588235,1.0266666666666666,1.0058055152394774
NA,2018,AT32,NA,NA,NA,NA,45900,70.3,46.3,2.7,12.9,44.6,42.9,41.2,55.3,21400,AT,Austria,FALSE,1.0314606741573034,1.0503432494279177,1.0774647887323943,1.1195121951219513,1.0144300144300145,1.0218023255813953,1.0338235294117646,1.0414814814814815
Austria,2019,AT32,Salzburg,0.14335783372324454,0.14335783372324454,0.14335783372324454,47100,70.2,46.8,2.8,12,44.7,43.1,41.4,53.8,21900,AT,Austria,FALSE,1.026143790849673,1.0584269662921348,1.0778032036613272,1.1056338028169015,0.9985775248933144,1.012987012987013,1.0203488372093024,1.0323529411764707
NA,2000,AT33,NA,NA,NA,NA,24600,64.3,28.5,2.9,8.2,37.1,36,34.9,63,14200,AT,Austria,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,AT33,NA,NA,NA,NA,24900,62.8,28.7,2.9,8.7,37.5,36.5,35.4,62.6,14100,AT,Austria,FALSE,1.0121951219512195,NA,NA,NA,0.9766718506998445,NA,NA,NA
NA,2002,AT33,NA,NA,NA,NA,26000,64.3,30.4,2.7,8.3,38,36.9,35.9,62.8,14700,AT,Austria,FALSE,1.0441767068273093,1.056910569105691,NA,NA,1.0238853503184713,1,NA,NA
NA,2003,AT33,NA,NA,NA,NA,27100,64.5,29.9,3,8.6,38.4,37.4,36.3,63.7,15500,AT,Austria,FALSE,1.0423076923076924,1.0883534136546185,1.1016260162601625,NA,1.0031104199066874,1.0270700636942676,1.0031104199066874,NA
Austria,2004,AT33,Tirol,0.05040537689502396,0.05040537689502396,0.05040537689502396,28200,63.2,32.8,3.3,11.4,38.8,37.8,36.8,63.5,16000,AT,Austria,FALSE,1.040590405904059,1.0846153846153845,1.1325301204819278,1.146341463414634,0.9798449612403102,0.9828926905132194,1.0063694267515924,0.9828926905132194
NA,2005,AT33,NA,NA,NA,NA,29800,65.6,32.2,3,12.3,39.2,38.2,37.2,65.4,17200,AT,Austria,FALSE,1.0567375886524824,1.099630996309963,1.146153846153846,1.1967871485943775,1.0379746835443036,1.0170542635658915,1.020217729393468,1.0445859872611465
NA,2006,AT33,NA,NA,NA,NA,31300,65.8,31.9,2.9,12.9,39.6,38.6,37.6,62.7,17900,AT,Austria,FALSE,1.0503355704697988,1.1099290780141844,1.154981549815498,1.2038461538461538,1.003048780487805,1.0411392405063291,1.0201550387596898,1.0233281493001556
NA,2007,AT33,NA,NA,NA,NA,32300,67.3,32.3,2.5,12.6,40.1,39.1,38.1,61.2,18600,AT,Austria,FALSE,1.0319488817891374,1.0838926174496644,1.1453900709219857,1.1918819188191883,1.0227963525835866,1.0259146341463414,1.0648734177215189,1.0434108527131782
NA,2008,AT33,NA,NA,NA,NA,32800,66.9,33.9,2.8,12.9,40.5,39.6,38.6,61,19000,AT,Austria,FALSE,1.0154798761609907,1.0479233226837061,1.1006711409395973,1.1631205673758864,0.9940564635958397,1.0167173252279638,1.019817073170732,1.0585443037974684
Austria,2009,AT33,Tirol,0.15550485140798137,0.15550485140798137,0.15550485140798137,32000,68,34.2,3.1,13.3,41,40,39,61.7,18700,AT,Austria,FALSE,0.975609756097561,0.9907120743034056,1.0223642172523961,1.0738255033557047,1.0164424514200299,1.0104011887072808,1.033434650455927,1.0365853658536586
NA,2010,AT33,NA,NA,NA,NA,32600,67.7,34,2.8,12.8,41.4,40.5,39.5,61.8,18800,AT,Austria,FALSE,1.01875,0.9939024390243902,1.0092879256965945,1.0415335463258786,0.9955882352941177,1.0119581464872944,1.0059435364041605,1.0288753799392099
NA,2011,AT33,NA,NA,NA,NA,34100,67.4,34.9,3,11.9,41.9,40.9,39.9,60.3,19100,AT,Austria,FALSE,1.0460122699386503,1.065625,1.0396341463414633,1.0557275541795665,0.9955686853766618,0.9911764705882353,1.007473841554559,1.0014858841010403
NA,2012,AT33,NA,NA,NA,NA,35900,68.1,38,3.4,12.8,42.3,41.2,40.2,61,19200,AT,Austria,FALSE,1.0527859237536656,1.1012269938650308,1.121875,1.0945121951219512,1.0103857566765577,1.0059084194977843,1.0014705882352941,1.0179372197309415
NA,2013,AT33,NA,NA,NA,NA,36500,69.1,37.7,3.4,13.5,42.6,41.6,40.5,62.1,19100,AT,Austria,FALSE,1.0167130919220055,1.0703812316715542,1.1196319018404908,1.140625,1.014684287812041,1.0252225519287832,1.020679468242245,1.0161764705882352
Austria,2014,AT33,Tirol,0.17112822713145034,0.17112822713145034,0.17112822713145034,36900,68.4,42.7,3.6,13.5,42.8,41.8,40.7,55.3,19200,AT,Austria,FALSE,1.010958904109589,1.0278551532033426,1.0821114369501466,1.1319018404907975,0.9898697539797396,1.0044052863436126,1.0148367952522255,1.0103397341211227
NA,2015,AT33,NA,NA,NA,NA,38300,68.4,43.1,3.8,13.4,43.1,42,40.8,56,19300,AT,Austria,FALSE,1.037940379403794,1.0493150684931507,1.0668523676880224,1.1231671554252198,1,0.9898697539797396,1.0044052863436126,1.0148367952522255
NA,2016,AT33,NA,NA,NA,NA,38900,69,42.5,3.9,14.6,43.2,41.9,40.6,53.9,19800,AT,Austria,FALSE,1.0156657963446476,1.0542005420054201,1.0657534246575342,1.083565459610028,1.0087719298245612,1.0087719298245612,0.9985528219971057,1.013215859030837
NA,2017,AT33,NA,NA,NA,NA,39500,69.4,44,3.5,15.1,43.3,42,40.7,55.2,20100,AT,Austria,FALSE,1.0154241645244215,1.031331592689295,1.070460704607046,1.082191780821918,1.0057971014492755,1.0146198830409356,1.0146198830409356,1.0043415340086832
NA,2018,AT33,NA,NA,NA,NA,41000,69.7,45.4,3.3,14.8,43.5,42.2,40.9,54.8,20600,AT,Austria,FALSE,1.0379746835443038,1.0539845758354756,1.0704960835509139,1.1111111111111112,1.0043227665706052,1.010144927536232,1.0190058479532162,1.0190058479532162
Austria,2019,AT33,Tirol,0.1502728180602446,0.1502728180602446,0.1502728180602446,42200,69.9,46.3,3.6,14.6,43.8,42.4,41.1,53.9,21100,AT,Austria,FALSE,1.0292682926829269,1.0683544303797468,1.0848329048843188,1.1018276762402088,1.0028694404591105,1.0072046109510087,1.0130434782608697,1.0219298245614035
NA,2000,AT34,NA,NA,NA,NA,25000,64.7,26.8,4.2,11.3,36.2,35.2,34.3,56.6,15300,AT,Austria,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,AT34,NA,NA,NA,NA,25500,64.9,30,3.5,11.6,36.6,35.7,34.8,57.5,15000,AT,Austria,FALSE,1.02,NA,NA,NA,1.0030911901081916,NA,NA,NA
NA,2002,AT34,NA,NA,NA,NA,26700,64.2,28.8,2.7,10.5,37.1,36.1,35.3,56.4,15500,AT,Austria,FALSE,1.0470588235294118,1.068,NA,NA,0.9892141756548536,0.9922720247295209,NA,NA
NA,2003,AT34,NA,NA,NA,NA,27200,65,28.6,3.5,10,37.4,36.5,35.7,56.2,16300,AT,Austria,FALSE,1.0187265917602997,1.0666666666666667,1.088,NA,1.0124610591900312,1.0015408320493064,1.0046367851622875,NA
Austria,2004,AT34,Vorarlberg,0.08160747535440536,0.08160747535440536,0.08160747535440536,28600,66.2,35.9,3.2,12.2,37.8,36.9,36.1,58.3,16700,AT,Austria,FALSE,1.0514705882352942,1.0711610486891385,1.1215686274509804,1.144,1.0184615384615385,1.0311526479750779,1.0200308166409862,1.0231839258114375
NA,2005,AT34,NA,NA,NA,NA,29800,67.6,32.9,3.6,13.1,38.2,37.3,36.5,59,18000,AT,Austria,FALSE,1.0419580419580419,1.0955882352941178,1.1161048689138577,1.1686274509803922,1.0211480362537764,1.0399999999999998,1.0529595015576323,1.0416024653312788
NA,2006,AT34,NA,NA,NA,NA,31100,67.3,33,3.2,13.9,38.6,37.7,36.9,58.6,19000,AT,Austria,FALSE,1.0436241610738255,1.0874125874125875,1.1433823529411764,1.1647940074906367,0.9955621301775148,1.0166163141993956,1.0353846153846153,1.0482866043613706
NA,2007,AT34,NA,NA,NA,NA,32400,67.6,34,3.5,13.2,39,38.2,37.4,60.2,19700,AT,Austria,FALSE,1.0418006430868167,1.087248322147651,1.132867132867133,1.1911764705882353,1.0044576523031203,1,1.0211480362537764,1.0399999999999998
NA,2008,AT34,NA,NA,NA,NA,33400,67.8,33.8,3.7,13.2,39.5,38.6,37.8,59.7,20000,AT,Austria,FALSE,1.0308641975308641,1.0739549839228295,1.1208053691275168,1.167832167832168,1.002958579881657,1.0074294205052006,1.002958579881657,1.0241691842900302
Austria,2009,AT34,Vorarlberg,0.16677545026210047,0.16677545026210047,0.16677545026210047,31900,68.6,34.1,2.6,14.4,39.9,39.1,38.2,60.7,19700,AT,Austria,FALSE,0.9550898203592815,0.9845679012345679,1.0257234726688103,1.070469798657718,1.0117994100294985,1.014792899408284,1.0193164933135215,1.014792899408284
NA,2010,AT34,NA,NA,NA,NA,32700,68,33.5,2.6,13.1,40.4,39.6,38.7,61.6,19800,AT,Austria,FALSE,1.025078369905956,0.9790419161676647,1.0092592592592593,1.0514469453376205,0.9912536443148688,1.0029498525073748,1.0059171597633136,1.0104011887072808
NA,2011,AT34,NA,NA,NA,NA,34500,68.5,36.4,2.6,13.4,40.9,40,39,60.5,20300,AT,Austria,FALSE,1.055045871559633,1.0815047021943573,1.032934131736527,1.0648148148148149,1.0073529411764706,0.9985422740524782,1.0103244837758112,1.0133136094674557
NA,2012,AT34,NA,NA,NA,NA,35600,69.1,39.1,2.5,14.2,41.3,40.4,39.4,60.9,20400,AT,Austria,FALSE,1.0318840579710145,1.0886850152905199,1.115987460815047,1.0658682634730539,1.008759124087591,1.0161764705882352,1.0072886297376094,1.019174041297935
NA,2013,AT34,NA,NA,NA,NA,36600,68.5,40.6,2.4,14.6,41.7,40.7,39.7,61,20400,AT,Austria,FALSE,1.0280898876404494,1.0608695652173914,1.1192660550458715,1.1473354231974922,0.9913169319826339,1,1.0073529411764706,0.9985422740524782
Austria,2014,AT34,Vorarlberg,0.16851357596220046,0.16851357596220046,0.16851357596220046,37700,69.3,42.8,2.5,13.7,42,41,40,54.5,20600,AT,Austria,FALSE,1.030054644808743,1.0589887640449438,1.0927536231884059,1.1529051987767585,1.0116788321167882,1.0028943560057888,1.0116788321167882,1.0191176470588235
NA,2015,AT34,NA,NA,NA,NA,40200,69.8,43.4,2.6,14,42.3,41.3,40.2,53.9,20800,AT,Austria,FALSE,1.06631299734748,1.098360655737705,1.1292134831460674,1.1652173913043478,1.0072150072150072,1.018978102189781,1.0101302460202606,1.018978102189781
NA,2016,AT34,NA,NA,NA,NA,39400,71.4,45,2.4,14.7,42.5,41.3,40.1,52.7,21200,AT,Austria,FALSE,0.9800995024875622,1.0450928381962865,1.0765027322404372,1.1067415730337078,1.022922636103152,1.0303030303030305,1.0423357664233577,1.0332850940665703
NA,2017,AT34,NA,NA,NA,NA,40800,71.2,44.6,2.7,15.2,42.6,41.4,40.2,53.5,21400,AT,Austria,FALSE,1.0355329949238579,1.0149253731343284,1.0822281167108754,1.1147540983606556,0.9971988795518207,1.020057306590258,1.0274170274170276,1.0394160583941607
NA,2018,AT34,NA,NA,NA,NA,43600,71.4,44.4,2.3,14.3,42.8,41.5,40.3,53.8,21900,AT,Austria,FALSE,1.0686274509803921,1.1065989847715736,1.0845771144278606,1.156498673740053,1.002808988764045,1,1.022922636103152,1.0303030303030305
Austria,2019,AT34,Vorarlberg,0.13981656658715144,0.13981656658715144,0.13981656658715144,42200,71.5,44.5,2.1,13,43,41.7,40.5,52.4,22300,AT,Austria,FALSE,0.9678899082568807,1.0343137254901962,1.0710659898477157,1.0497512437810945,1.0014005602240896,1.0042134831460674,1.0014005602240896,1.024355300859599
NA,2000,BE10,NA,NA,NA,NA,47800,57.2,49.2,4.6,6.7,38.7,36.8,35.1,25.5,13300,BE,Belgium,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,BE10,NA,NA,NA,NA,49600,55.2,45.4,4.4,6.4,38.5,36.7,35.1,25.3,13800,BE,Belgium,FALSE,1.0376569037656904,NA,NA,NA,0.965034965034965,NA,NA,NA
NA,2002,BE10,NA,NA,NA,NA,51400,55.5,48.9,6.6,6.9,38.2,36.6,35.1,25.9,13800,BE,Belgium,FALSE,1.0362903225806452,1.0753138075313808,NA,NA,1.0054347826086956,0.9702797202797202,NA,NA
NA,2003,BE10,NA,NA,NA,NA,51400,56.1,47.6,5.4,8.6,38.1,36.5,35.1,26.6,13800,BE,Belgium,FALSE,1,1.0362903225806452,1.0753138075313808,NA,1.010810810810811,1.016304347826087,0.9807692307692307,NA
Belgium,2004,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,0.02923247949710156,0.02923247949710156,0.02923247949710156,52800,57.9,52.1,4.9,10.4,37.9,36.4,35.1,26.3,13900,BE,Belgium,FALSE,1.027237354085603,1.027237354085603,1.064516129032258,1.104602510460251,1.032085561497326,1.0432432432432432,1.0489130434782608,1.012237762237762
NA,2005,BE10,NA,NA,NA,NA,53900,59.4,52.3,4.3,12,37.7,36.3,35.1,25.8,14100,BE,Belgium,FALSE,1.0208333333333333,1.04863813229572,1.04863813229572,1.0866935483870968,1.0259067357512954,1.0588235294117647,1.0702702702702702,1.076086956521739
NA,2006,BE10,NA,NA,NA,NA,55100,59,52.2,4.8,11.2,37.5,36.2,35.1,26.4,14600,BE,Belgium,FALSE,1.0222634508348794,1.043560606060606,1.0719844357976653,1.0719844357976653,0.9932659932659933,1.0189982728842832,1.0516934046345812,1.063063063063063
NA,2007,BE10,NA,NA,NA,NA,55800,60.4,51.2,5,10.9,37.3,36.2,35.2,27,15300,BE,Belgium,FALSE,1.012704174228675,1.0352504638218925,1.0568181818181819,1.0856031128404668,1.023728813559322,1.0168350168350169,1.0431778929188256,1.0766488413547237
NA,2008,BE10,NA,NA,NA,NA,55300,60.6,50.5,5.5,10.2,37.1,36.1,35.1,26.5,15700,BE,Belgium,FALSE,0.9910394265232975,1.0036297640653358,1.025974025974026,1.0473484848484849,1.0033112582781458,1.0271186440677966,1.0202020202020203,1.0466321243523315
Belgium,2009,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,0.01414342576303221,0.01414342576303221,0.0332976499702342,54200,60,52.2,5.8,10.8,36.8,35.9,35.1,26.7,15400,BE,Belgium,FALSE,0.9801084990958409,0.9713261648745519,0.9836660617059891,1.0055658627087198,0.9900990099009901,0.9933774834437087,1.0169491525423728,1.0101010101010102
NA,2010,BE10,NA,NA,NA,NA,56600,60.9,51.8,7.1,9.6,36.7,35.8,35,25.7,15400,BE,Belgium,FALSE,1.0442804428044281,1.0235081374321882,1.014336917562724,1.0272232304900182,1.015,1.004950495049505,1.0082781456953642,1.0322033898305085
NA,2011,BE10,NA,NA,NA,NA,55800,59.7,52.9,6.4,10.8,36.3,35.5,34.7,24.9,15300,BE,Belgium,FALSE,0.9858657243816255,1.029520295202952,1.0090415913200723,1,0.9802955665024631,0.995,0.9851485148514851,0.9884105960264902
NA,2012,BE10,NA,NA,NA,NA,56800,60.3,52.7,7,10.5,36.2,35.4,34.7,25.6,15400,BE,Belgium,FALSE,1.017921146953405,1.0035335689045937,1.047970479704797,1.027124773960217,1.0100502512562812,0.9901477832512315,1.005,0.9950495049504949
